STEPS, CRR, RB
361,-0.00217425,0.00335958
362,0.00801307,0.00489075
363,-0.00238061,0.00331146
364,0.00802705,0.00488846
365,-0.00258623,0.00326388
366,0.00803864,0.00488605
367,-0.00279113,0.00321681
368,0.00804788,0.00488351
369,-0.0029953,0.00317025
370,0.00805483,0.00488086
371,-0.00319874,0.00312419
372,0.00805955,0.0048781
373,-0.00340145,0.00307863
374,0.00806209,0.00487522
375,-0.00360343,0.00303355
376,0.0080625,0.00487224
377,-0.00380468,0.00298895
378,0.00806083,0.00486915
379,-0.00400521,0.00294483
380,0.00805713,0.00486597
381,-0.004205,0.00290116
382,0.00805145,0.00486268
383,-0.00440407,0.00285796
384,0.00804383,0.00485929
385,-0.00460241,0.0028152
386,0.00803432,0.00485582
387,-0.00480003,0.00277288
388,0.00802296,0.00485225
389,-0.00499692,0.002731
390,0.00800979,0.00484859
391,-0.00519309,0.00268955
392,0.00799487,0.00484484
393,-0.00538854,0.00264852
394,0.00797823,0.00484101
395,-0.00558327,0.0026079
396,0.0079599,0.0048371
397,-0.00577727,0.00256769
398,0.00793993,0.0048331
399,-0.00597056,0.00252789
400,0.00791836,0.00482903
401,-0.00616314,0.00248849
402,0.00789522,0.00482488
403,-0.00635499,0.00244947
404,0.00787055,0.00482066
405,-0.00654614,0.00241084
406,0.00784438,0.00481637
407,-0.00673657,0.00237259
408,0.00781676,0.004812
409,-0.0069263,0.00233472
410,0.00778771,0.00480757
411,-0.00711532,0.00229721
412,0.00775726,0.00480307
413,-0.00730363,0.00226007
414,0.00772545,0.0047985
415,-0.00749124,0.00222329
416,0.00769231,0.00479388
417,-0.00767815,0.00218685
418,0.00765787,0.00478919
419,-0.00786436,0.00215077
420,0.00762217,0.00478444
421,-0.00761782,0.00211503
422,0.00758522,0.00477963
423,-0.00736645,0.00207963
424,0.00754706,0.00477476
425,-0.00711946,0.00204456
426,0.00750771,0.00476985
427,-0.00687677,0.00200982
428,0.00746721,0.00476487
429,-0.00663832,0.0019754
430,0.00742557,0.00475985
431,-0.00640402,0.0019413
432,0.00738284,0.00475477
433,-0.00617382,0.00190752
434,0.00733902,0.00474964
435,-0.00594763,0.00187405
436,0.00729415,0.00474447
437,-0.0057254,0.00184088
438,0.00724825,0.00473925
439,-0.00550706,0.00180802
440,0.00720134,0.00473398
441,-0.00529253,0.00177546
442,0.00715345,0.00472867
443,-0.00508177,0.00174319
444,0.00710459,0.00472332
445,-0.0048747,0.0017112
446,0.0070548,0.00471792
447,-0.00467126,0.00167951
448,0.0070041,0.00471248
449,-0.0044714,0.0016481
450,0.0069525,0.00470701
451,-0.00427505,0.00161697
452,0.00690002,0.00470149
453,-0.00408216,0.00158611
454,0.00684669,0.00469594
455,-0.00389268,0.00155552
456,0.00679252,0.00469035
457,-0.00370653,0.0015252
458,0.00673754,0.00468473
459,-0.00352368,0.00149515
460,0.00668176,0.00467907
461,-0.00334407,0.00146535
462,0.0066252,0.00467338
463,-0.00316765,0.00143582
464,0.00656788,0.00466765
465,-0.00299435,0.00140653
466,0.00650982,0.0046619
467,-0.00282415,0.0013775
468,0.00645104,0.00465611
469,-0.00265698,0.00134872
470,0.00639154,0.0046503
471,-0.00249279,0.00132018
472,0.00633136,0.00464445
473,-0.00233154,0.00129188
474,0.0062705,0.00463858
475,-0.00217319,0.00126382
476,0.00620898,0.00463268
477,-0.00201769,0.001236
478,0.00614681,0.00462676
479,-0.00186498,0.00120841
480,0.00608402,0.00462081
481,-0.00171504,0.00118104
482,0.00602062,0.00461483
483,-0.00156781,0.00115391
484,0.00595661,0.00460883
485,-0.00142325,0.001127
486,0.00589202,0.00460281
487,-0.00128133,0.00110031
488,0.00582686,0.00459676
489,-0.00114199,0.00107383
490,0.00576114,0.0045907
491,-0.0010052,0.00104758
492,0.00569487,0.00458461
493,-0.00087093,0.00102153
494,0.00562808,0.0045785
495,-0.000739128,0.000995701
496,0.00556076,0.00457237
497,-0.00060976,0.000970076
498,0.00549294,0.00456623
499,-0.000482789,0.000944657
500,0.00542463,0.00456006
501,-0.000358179,0.00091944
502,0.00535584,0.00455388
503,-0.000235894,0.000894424
504,0.00528657,0.00454768
505,-0.000115898,0.000869606
506,0.00521685,0.00454146
507,1.84351e-06,0.000844984
508,0.00514668,0.00453523
509,0.000117364,0.000820556
510,0.00507607,0.00452898
511,0.000230697,0.000796319
512,0.00500504,0.00452272
513,0.000341876,0.000772271
514,0.00493359,0.00451644
515,0.000450933,0.000748409
516,0.00486174,0.00451015
517,0.000557899,0.000724733
518,0.0047895,0.00450385
519,0.000662806,0.000701239
520,0.00471687,0.00449753
521,0.000765684,0.000677925
522,0.00464387,0.00449121
523,0.000866563,0.000654789
524,0.0045705,0.00448487
525,0.000965474,0.00063183
526,0.00449678,0.00447851
527,0.00106244,0.000609046
528,0.00442271,0.00447215
529,0.0011575,0.000586433
530,0.0043483,0.00446578
531,0.00125068,0.000563991
532,0.00427357,0.0044594
533,0.001342,0.000541718
534,0.00419851,0.004453
535,0.00143149,0.000519611
536,0.00412315,0.0044466
537,0.00151917,0.000497668
538,0.00404748,0.00444019
539,0.00160509,0.000475889
540,0.00397151,0.00443378
541,0.00168925,0.00045427
542,0.00389526,0.00442735
543,0.00177168,0.000432811
544,0.00381873,0.00442092
545,0.00185242,0.00041151
546,0.00374193,0.00441448
547,0.00193148,0.000390364
548,0.00366486,0.00440803
549,0.00200889,0.000369372
550,0.00358754,0.00440158
551,0.00208467,0.000348533
552,0.00350996,0.00439512
553,0.00215885,0.000327845
554,0.00343215,0.00438865
555,0.00223144,0.000307305
556,0.00335409,0.00438218
557,0.00230248,0.000286913
558,0.00327581,0.00437571
559,0.00237198,0.000266667
560,0.00319731,0.00436923
561,0.00243996,0.000246566
562,0.00311859,0.00436274
563,0.00250645,0.000226607
564,0.00303966,0.00435626
565,0.00257147,0.00020679
566,0.00296053,0.00434977
567,0.00263503,0.000187113
568,0.0028812,0.00434327
569,0.00269717,0.000167573
570,0.00280168,0.00433677
571,0.00275789,0.000148171
572,0.00272197,0.00433027
573,0.00281722,0.000128904
574,0.00264209,0.00432377
575,0.00287517,0.000109772
576,0.00256203,0.00431726
577,0.00293178,9.07717e-05
578,0.0024818,0.00431076
579,0.00298705,7.1903e-05
580,0.00240141,0.00430425
581,0.003041,5.31642e-05
582,0.00232086,0.00429774
583,0.00309366,3.45539e-05
584,0.00224016,0.00429123
585,0.00314503,1.6071e-05
586,0.00215932,0.00428472
587,0.00319515,-2.28599e-06
588,0.00207833,0.0042782
589,0.00324402,-2.05183e-05
590,0.0019972,0.00427169
591,0.00329166,-3.86271e-05
592,0.00191594,0.00426518
593,0.00333809,-5.66138e-05
594,0.00183455,0.00425866
595,0.00338333,-7.44796e-05
596,0.00175304,0.00425215
597,0.00342738,-9.22256e-05
598,0.00167142,0.00424564
599,0.00347028,-0.000109853
600,0.00158967,0.00423912
601,0.00351203,-0.000127363
602,0.00150782,0.00423261
603,0.00355265,-0.000144757
604,0.00142586,0.0042261
605,0.00359216,-0.000162036
606,0.00134381,0.00421959
607,0.00363056,-0.000179201
608,0.00126165,0.00421308
609,0.00366788,-0.000196254
610,0.0011794,0.00420658
611,0.00370413,-0.000213194
612,0.00109707,0.00420007
613,0.00373932,-0.000230024
614,0.00101464,0.00419357
615,0.00377348,-0.000246745
616,0.00093214,0.00418707
617,0.0038066,-0.000263357
618,0.000849559,0.00418057
619,0.00383871,-0.000279862
620,0.000766905,0.00417408
621,0.00386982,-0.00029626
622,0.00068418,0.00416759
623,0.00389994,-0.000312554
624,0.000601389,0.0041611
625,0.00392909,-0.000328742
626,0.000518534,0.00415461
627,0.00395727,-0.000344828
628,0.00043562,0.00414813
629,0.00398451,-0.000360811
630,0.000352649,0.00414165
631,0.00401081,-0.000376693
632,0.000269626,0.00413517
633,0.00403619,-0.000392475
634,0.000186552,0.0041287
635,0.00406066,-0.000408157
636,0.000103431,0.00412223
637,0.00408423,-0.00042374
638,2.02674e-05,0.00411576
639,0.00410691,-0.000439227
640,-6.29374e-05,0.0041093
641,0.00412872,-0.000454616
642,-0.00014618,0.00410285
643,0.00414966,-0.00046991
644,-0.000229457,0.00409639
645,0.00416975,-0.000485108
646,-0.000312766,0.00408994
647,0.004189,-0.000500213
648,-0.000396104,0.0040835
649,0.00420742,-0.000515225
650,-0.000479469,0.00407706
651,0.00422501,-0.000530144
652,-0.000562857,0.00407063
653,0.0042418,-0.000544972
654,-0.000646266,0.0040642
655,0.00425779,-0.00055971
656,-0.000729693,0.00405777
657,0.004273,-0.000574358
658,-0.000813136,0.00405135
659,0.00428742,-0.000588916
660,-0.000896593,0.00404494
661,0.00430108,-0.000603387
662,-0.000980061,0.00403853
663,0.00431398,-0.000617771
664,-0.00106354,0.00403213
665,0.00432613,-0.000632067
666,-0.00114702,0.00402573
667,0.00433755,-0.000646278
668,-0.0012305,0.00401934
669,0.00434823,-0.000660405
670,-0.00131399,0.00401295
671,0.0043582,-0.000674446
672,-0.00139748,0.00400657
673,0.00436745,-0.000688405
674,-0.00148096,0.0040002
675,0.00437601,-0.000702281
676,-0.00156444,0.00399383
677,0.00438387,-0.000716074
678,-0.00164791,0.00398746
679,0.00439105,-0.000729787
680,-0.00173138,0.00398111
681,0.00439756,-0.000743418
682,-0.00181483,0.00397476
683,0.0044034,-0.000756971
684,-0.00189826,0.00396841
685,0.00440858,-0.000770443
686,-0.00198169,0.00396208
687,0.00441312,-0.000783838
688,-0.00206509,0.00395574
689,0.00441701,-0.000797154
690,-0.00214848,0.00394942
691,0.00442028,-0.000810394
692,-0.00223185,0.0039431
693,0.00442292,-0.000823557
694,-0.00231519,0.00393679
695,0.00442494,-0.000836644
696,-0.00239851,0.00393049
697,0.00442635,-0.000849657
698,-0.0024818,0.00392419
699,0.00442717,-0.000862594
700,-0.00256507,0.0039179
701,0.00442739,-0.000875458
702,-0.00264831,0.00391162
703,0.00442702,-0.000888249
704,-0.00273151,0.00390534
705,0.00442608,-0.000900967
706,-0.00281468,0.00389907
707,0.00442457,-0.000913613
708,-0.00289782,0.00389281
709,0.00442249,-0.000926188
710,-0.00298093,0.00388655
711,0.00441986,-0.000938692
712,-0.00306399,0.0038803
713,0.00441667,-0.000951126
714,-0.00314702,0.00387406
715,0.00441295,-0.00096349
716,-0.00323,0.00386783
717,0.00440869,-0.000975785
718,-0.00331295,0.00386161
719,0.0044039,-0.000988012
720,-0.00339585,0.00385539
721,0.00439859,-0.00100017
722,-0.00347871,0.00384918
723,0.00439276,-0.00101226
724,-0.00356152,0.00384297
725,0.00438642,-0.00102429
726,-0.00364429,0.00383678
727,0.00437958,-0.00103625
728,-0.003727,0.00383059
729,0.00437225,-0.00104814
730,-0.00380967,0.00382441
731,0.00436442,-0.00105997
732,-0.00389229,0.00381824
733,0.00435611,-0.00107173
734,-0.00397485,0.00381208
735,0.00434733,-0.00108343
736,-0.00405736,0.00380592
737,0.00433807,-0.00109507
738,-0.00413982,0.00379977
739,0.00432834,-0.00110664
740,-0.00422222,0.00379363
741,0.00431815,-0.00111815
742,-0.00430457,0.0037875
743,0.00430751,-0.0011296
744,-0.00438685,0.00378137
745,0.00429642,-0.00114099
746,-0.00437217,0.00377526
747,0.00428489,-0.00115231
748,-0.0042683,0.00376915
749,0.00427292,-0.00116358
750,-0.0041656,0.00376305
751,0.00426052,-0.00117478
752,-0.00406406,0.00375696
753,0.00424769,-0.00118593
754,-0.00396365,0.00375087
755,0.00423443,-0.00119702
756,-0.00386438,0.0037448
757,0.00422077,-0.00120805
758,-0.00376622,0.00373873
759,0.00420669,-0.00121902
760,-0.00366917,0.00373267
761,0.0041922,-0.00122993
762,-0.00357322,0.00372662
763,0.00417732,-0.00124078
764,-0.00347835,0.00372058
765,0.00416203,-0.00125158
766,-0.00338456,0.00371454
767,0.00414636,-0.00126233
768,-0.00329184,0.00370852
769,0.0041303,-0.00127301
770,-0.00320016,0.0037025
771,0.00411386,-0.00128364
772,-0.00310954,0.00369649
773,0.00409704,-0.00129422
774,-0.00301994,0.00369049
775,0.00407985,-0.00130474
776,-0.00293137,0.0036845
777,0.0040623,-0.00131521
778,-0.00284381,0.00367852
779,0.00404438,-0.00132562
780,-0.00275726,0.00367254
781,0.0040261,-0.00133598
782,-0.0026717,0.00366657
783,0.00400747,-0.00134629
784,-0.00258712,0.00366062
785,0.00398848,-0.00135654
786,-0.00250352,0.00365467
787,0.00396916,-0.00136675
788,-0.00242089,0.00364873
789,0.00394949,-0.0013769
790,-0.00233921,0.00364279
791,0.00392948,-0.001387
792,-0.00225847,0.00363687
793,0.00390915,-0.00139704
794,-0.00217868,0.00363096
795,0.00388848,-0.00140704
796,-0.00209981,0.00362505
797,0.00386749,-0.00141699
798,-0.00202187,0.00361915
799,0.00384618,-0.00142689
800,-0.00194483,0.00361326
801,0.00382455,-0.00143674
802,-0.0018687,0.00360738
803,0.00380261,-0.00144654
804,-0.00179346,0.00360151
805,0.00378036,-0.00145629
806,-0.0017191,0.00359565
807,0.00375781,-0.00146599
808,-0.00164562,0.0035898
809,0.00373496,-0.00147564
810,-0.00157302,0.00358395
811,0.00371181,-0.00148525
812,-0.00150127,0.00357811
813,0.00368836,-0.00149481
814,-0.00143037,0.00357229
815,0.00366463,-0.00150432
816,-0.00136032,0.00356647
817,0.00364061,-0.00151379
818,-0.0012911,0.00356066
819,0.0036163,-0.00152321
820,-0.00122271,0.00355486
821,0.00359172,-0.00153258
822,-0.00115514,0.00354906
823,0.00356686,-0.00154191
824,-0.00108839,0.00354328
825,0.00354173,-0.00155119
826,-0.00102244,0.00353751
827,0.00351633,-0.00156043
828,-0.000957287,0.00353174
829,0.00349066,-0.00156963
830,-0.000892925,0.00352598
831,0.00346473,-0.00157877
832,-0.000829346,0.00352023
833,0.00343854,-0.00158788
834,-0.000766542,0.00351449
835,0.0034121,-0.00159694
836,-0.000704507,0.00350876
837,0.0033854,-0.00160596
838,-0.000643233,0.00350304
839,0.00335846,-0.00161494
840,-0.000582713,0.00349733
841,0.00333126,-0.00162387
842,-0.00052294,0.00349162
843,0.00330383,-0.00163276
844,-0.000463908,0.00348593
845,0.00327615,-0.00164161
846,-0.000405609,0.00348024
847,0.00324824,-0.00165041
848,-0.000348038,0.00347456
849,0.00322009,-0.00165918
850,-0.000291186,0.00346889
851,0.00319171,-0.0016679
852,-0.000235047,0.00346323
853,0.0031631,-0.00167659
854,-0.000179616,0.00345758
855,0.00313427,-0.00168523
856,-0.000124885,0.00345194
857,0.00310521,-0.00169383
858,-7.08483e-05,0.00344631
859,0.00307593,-0.00170239
860,-1.74993e-05,0.00344068
861,0.00304644,-0.00171091
862,3.51682e-05,0.00343507
863,0.00301673,-0.0017194
864,8.71604e-05,0.00342946
865,0.0029868,-0.00172784
866,0.000138483,0.00342386
867,0.00295667,-0.00173624
868,0.000189143,0.00341827
869,0.00292633,-0.00174461
870,0.000239146,0.00341269
871,0.00289579,-0.00175294
872,0.000288497,0.00340712
873,0.00286505,-0.00176123
874,0.000337204,0.00340156
875,0.00283411,-0.00176948
876,0.00038527,0.003396
877,0.00280297,-0.00177769
878,0.000432703,0.00339046
879,0.00277163,-0.00178587
880,0.000479508,0.00338492
881,0.00274011,-0.00179401
882,0.000525691,0.00337939
883,0.00270839,-0.00180211
884,0.000571256,0.00337387
885,0.00267649,-0.00181017
886,0.000616211,0.00336837
887,0.00264441,-0.0018182
888,0.000660559,0.00336286
889,0.00261214,-0.0018262
890,0.000704307,0.00335737
891,0.00257969,-0.00183415
892,0.00074746,0.00335189
893,0.00254707,-0.00184207
894,0.000790023,0.00334641
895,0.00251427,-0.00184996
896,0.000832002,0.00334095
897,0.00248129,-0.00185781
898,0.000873401,0.00333549
899,0.00244815,-0.00186563
900,0.000914226,0.00333004
901,0.00241484,-0.00187341
902,0.000954481,0.0033246
903,0.00238136,-0.00188116
904,0.000994173,0.00331917
905,0.00234772,-0.00188887
906,0.00103331,0.00331375
907,0.00231391,-0.00189655
908,0.00107188,0.00330833
909,0.00227994,-0.00190419
910,0.00110991,0.00330293
911,0.00224582,-0.0019118
912,0.0011474,0.00329753
913,0.00221154,-0.00191938
914,0.00118434,0.00329215
915,0.00217711,-0.00192693
916,0.00122075,0.00328677
917,0.00214252,-0.00193444
918,0.00125663,0.0032814
919,0.00210779,-0.00194192
920,0.00129198,0.00327604
921,0.0020729,-0.00194936
922,0.00132681,0.00327068
923,0.00203787,-0.00195678
924,0.00136113,0.00326534
925,0.0020027,-0.00196416
926,0.00139493,0.00326001
927,0.00196738,-0.00197151
928,0.00142823,0.00325468
929,0.00193192,-0.00197883
930,0.00146102,0.00324936
931,0.00189632,-0.00198612
932,0.00149332,0.00324405
933,0.00186059,-0.00199337
934,0.00152512,0.00323875
935,0.00182472,-0.0020006
936,0.00155643,0.00323346
937,0.00178872,-0.00200779
938,0.00158725,0.00322818
939,0.00175259,-0.00201495
940,0.00161759,0.0032229
941,0.00171632,-0.00202209
942,0.00164745,0.00321763
943,0.00167993,-0.00202919
944,0.00167684,0.00321238
945,0.00164341,-0.00203626
946,0.00170577,0.00320713
947,0.00160677,-0.00204331
948,0.00173422,0.00320189
949,0.00157,-0.00205032
950,0.00176222,0.00319665
951,0.00153312,-0.0020573
952,0.00178975,0.00319143
953,0.00149611,-0.00206426
954,0.00181683,0.00318622
955,0.00145898,-0.00207118
956,0.00184347,0.00318101
957,0.00142174,-0.00207808
958,0.00186966,0.00317581
959,0.00138438,-0.00208495
960,0.0018954,0.00317062
961,0.00134691,-0.00209179
962,0.00192071,0.00316544
963,0.00130933,-0.0020986
964,0.00194558,0.00316027
965,0.00127164,-0.00210538
966,0.00197002,0.0031551
967,0.00123383,-0.00211213
968,0.00199404,0.00314995
969,0.00119592,-0.00211886
970,0.00201763,0.0031448
971,0.00115791,-0.00212556
972,0.0020408,0.00313966
973,0.00111979,-0.00213223
974,0.00206356,0.00313453
975,0.00108156,-0.00213887
976,0.0020859,0.00312941
977,0.00104324,-0.00214549
978,0.00210783,0.00312429
979,0.00100481,-0.00215208
980,0.00212936,0.00311919
981,0.000966285,-0.00215864
982,0.00215048,0.00311409
983,0.000927663,-0.00216518
984,0.00217121,0.003109
985,0.000888944,-0.00217169
986,0.00219154,0.00310392
987,0.000850131,-0.00217817
988,0.00221147,0.00309885
989,0.000811224,-0.00218463
990,0.00223102,0.00309379
991,0.000772225,-0.00219106
992,0.00225018,0.00308873
993,0.000733135,-0.00219746
994,0.00226896,0.00308368
995,0.000693955,-0.00220384
996,0.00228736,0.00307864
997,0.000654687,-0.00221019
998,0.00230539,0.00307361
999,0.000615331,-0.00221652
1000,0.00232304,0.00306859
