STEP,CRR,BD
285,0.00765817,0.00432853
286,0.00558531,0.0044134
287,0.00743749,0.00430201
288,0.0057376,0.00438007
289,0.00721742,0.00427545
290,0.00588468,0.00434701
291,0.00699678,0.0042486
292,0.00602749,0.00431419
293,0.00677535,0.00422078
294,0.00616328,0.00428075
295,0.00655588,0.00419343
296,0.00629395,0.00424838
297,0.00633578,0.00416609
298,0.00642046,0.00421679
299,0.00611631,0.00413805
300,0.00654412,0.00418611
301,0.00589765,0.00411095
302,0.00666267,0.00415617
303,0.00568084,0.00408506
304,0.00677464,0.00412891
305,0.00546515,0.00406067
306,0.00688063,0.00410042
307,0.00524903,0.00403525
308,0.00698186,0.00407366
309,0.0050349,0.00401095
310,0.00707695,0.00404619
311,0.00482128,0.00398719
312,0.0071688,0.00401759
313,0.00460792,0.00396333
314,0.00725711,0.00398964
315,0.00439435,0.00394012
316,0.00734129,0.00396297
317,0.00418163,0.00391747
318,0.00742339,0.00393677
319,0.00396821,0.00389402
320,0.00750143,0.00391184
321,0.00375535,0.00387066
322,0.00757394,0.00388605
323,0.00354349,0.00384825
324,0.00764165,0.00386058
325,0.00333339,0.00382749
326,0.00770571,0.00383457
327,0.00312353,0.00380688
328,0.00776619,0.00380887
329,0.00291537,0.00378626
330,0.00782323,0.00378576
331,0.00270956,0.00376584
332,0.00787623,0.00376293
333,0.0025033,0.00374485
334,0.00792592,0.00374018
335,0.00229814,0.0037244
336,0.00797259,0.00371681
337,0.00209353,0.00370344
338,0.00801677,0.00369215
339,0.00188964,0.00368338
340,0.00805781,0.00366767
341,0.00168674,0.00366376
342,0.00809608,0.00364462
343,0.00148474,0.00364347
344,0.00813372,0.00362201
345,0.00128249,0.00362628
346,0.00816885,0.00359837
347,0.00108061,0.00360994
348,0.00820175,0.0035737
349,0.000879879,0.00359459
350,0.0082322,0.00354933
351,0.000680599,0.00357862
352,0.00825998,0.00352614
353,0.000480765,0.00356244
354,0.00828484,0.00350432
355,0.000281549,0.00354602
356,0.00830646,0.00348352
357,8.38975e-05,0.00352969
358,0.00832523,0.00346296
359,-0.000112881,0.0035135
360,0.0083418,0.00344301
361,-0.000309081,0.00349691
362,0.0083564,0.00342247
363,-0.000504798,0.00348055
364,0.0083707,0.00340317
365,-0.000699667,0.00346385
366,0.0083825,0.00338425
367,-0.000894187,0.00344655
368,0.00839171,0.0033663
369,-0.00108857,0.00342896
370,0.0083991,0.00334818
371,-0.00128198,0.00341205
372,0.00840489,0.00333045
373,-0.00147498,0.00339518
374,0.00840913,0.00331306
375,-0.00166833,0.0033772
376,0.00841015,0.00329604
377,-0.00186166,0.00335975
378,0.00840814,0.00327799
379,-0.00205394,0.00334309
380,0.00840363,0.00325911
381,-0.00224423,0.00332643
382,0.00839738,0.00323991
383,-0.00243379,0.003311
384,0.00838995,0.00322048
385,-0.00262232,0.00329544
386,0.00838176,0.00320072
387,-0.00281069,0.00327997
388,0.00837206,0.00318124
389,-0.00299779,0.00326375
390,0.00836053,0.00316339
391,-0.00318434,0.00324709
392,0.00834718,0.00314649
393,-0.00337074,0.00323154
394,0.00833198,0.00312963
395,-0.00355704,0.00321584
396,0.00831455,0.00311306
397,-0.00374206,0.00320018
398,0.00829549,0.00309555
399,-0.00392666,0.00318524
400,0.00827488,0.00307821
401,-0.00410988,0.00316968
402,0.0082539,0.00306186
403,-0.00429308,0.00315323
404,0.00823056,0.00304705
405,-0.00447569,0.00313659
406,0.00820585,0.00303123
407,-0.00465781,0.0031205
408,0.00817932,0.00301492
409,-0.00483902,0.00310494
410,0.00815189,0.0029992
411,-0.00501976,0.00308973
412,0.00812282,0.00298313
413,-0.00520019,0.00307417
414,0.00809213,0.00296708
415,-0.00537851,0.00305817
416,0.00806223,0.00295097
417,-0.00555577,0.00304187
418,0.00803079,0.00293528
419,-0.00573319,0.0030265
420,0.00799725,0.00292083
421,-0.00568675,0.00301173
422,0.00796233,0.00290831
423,-0.00555638,0.00299765
424,0.00792667,0.00289545
425,-0.0053982,0.0029828
426,0.00789031,0.00288249
427,-0.00522517,0.00296832
428,0.00785271,0.00286971
429,-0.00505548,0.0029551
430,0.00781381,0.00285694
431,-0.00487835,0.00294134
432,0.00777389,0.00284436
433,-0.0046924,0.00292799
434,0.00773353,0.00283218
435,-0.00450994,0.00291449
436,0.007692,0.00282079
437,-0.00433116,0.00290155
438,0.00764929,0.00280945
439,-0.00415634,0.00288859
440,0.00760506,0.00279785
441,-0.00398529,0.0028764
442,0.00755943,0.00278613
443,-0.00381503,0.00286448
444,0.00751299,0.0027744
445,-0.00363991,0.00285255
446,0.00746552,0.00276234
447,-0.00346788,0.00284112
448,0.00741786,0.00275004
449,-0.00329926,0.00282925
450,0.00736908,0.00273799
451,-0.00313225,0.00281728
452,0.00731943,0.00272612
453,-0.00296857,0.00280645
454,0.00726924,0.00271443
455,-0.00280789,0.00279569
456,0.00721835,0.00270283
457,-0.00265061,0.00278445
458,0.00716638,0.00269206
459,-0.00249709,0.00277275
460,0.0071129,0.00268094
461,-0.0023466,0.0027613
462,0.00705814,0.00266907
463,-0.00219732,0.00275019
464,0.00700244,0.00265678
465,-0.00204838,0.00273962
466,0.00694623,0.00264422
467,-0.00190124,0.00272882
468,0.00688959,0.00263166
469,-0.00175279,0.00271743
470,0.00683356,0.00261918
471,-0.00160671,0.00270703
472,0.00677651,0.00260664
473,-0.00146346,0.00269636
474,0.00671949,0.002594
475,-0.00132339,0.00268558
476,0.00666178,0.00258173
477,-0.00118539,0.00267454
478,0.00660309,0.00256984
479,-0.00104962,0.00266372
480,0.00654451,0.00255778
481,-0.000916398,0.00265351
482,0.00648534,0.00254589
483,-0.000785502,0.0026429
484,0.0064263,0.00253379
485,-0.00065752,0.0026317
486,0.00636708,0.00252251
487,-0.000532731,0.00262049
488,0.00630671,0.00251132
489,-0.000410029,0.00260937
490,0.00624526,0.00250005
491,-0.00028873,0.00259882
492,0.00618337,0.00248946
493,-0.000169484,0.00258771
494,0.0061212,0.00247898
495,-5.32525e-05,0.00257598
496,0.00605909,0.00246837
497,6.02303e-05,0.00256444
498,0.00599609,0.0024578
499,0.000171646,0.00255377
500,0.00593232,0.0024476
501,0.000281574,0.00254311
502,0.00586772,0.00243812
503,0.000389604,0.00253234
504,0.00580262,0.00242813
505,0.000495103,0.00252169
506,0.00573728,0.0024186
507,0.000599341,0.00251105
508,0.00567119,0.00241028
509,0.000700948,0.00249996
510,0.0056051,0.00240204
511,0.000800251,0.00248896
512,0.00553869,0.00239349
513,0.000897847,0.0024782
514,0.00547154,0.00238509
515,0.000994148,0.00246766
516,0.00540441,0.0023768
517,0.00108997,0.0024568
518,0.00533712,0.00236816
519,0.00118348,0.00244575
520,0.0052694,0.0023598
521,0.00127516,0.00243472
522,0.00520102,0.00235136
523,0.0013651,0.0024238
524,0.00513268,0.00234272
525,0.00145347,0.00241313
526,0.00506463,0.00233395
527,0.00153998,0.00240226
528,0.00499676,0.00232563
529,0.00162412,0.00239127
530,0.0049283,0.00231784
531,0.00170627,0.00238072
532,0.00485941,0.00231104
533,0.00178736,0.00237064
534,0.00478985,0.00230427
535,0.00186744,0.00236094
536,0.00471969,0.00229752
537,0.00194591,0.00235143
538,0.00464904,0.0022905
539,0.00202283,0.00234225
540,0.00457774,0.0022832
541,0.00209836,0.00233323
542,0.00450612,0.00227562
543,0.00217215,0.00232417
544,0.00443442,0.00226796
545,0.00224442,0.00231501
546,0.00436265,0.00226026
547,0.00231509,0.00230588
548,0.00429081,0.0022529
549,0.00238366,0.00229632
550,0.00421908,0.00224595
551,0.00245079,0.00228652
552,0.00414683,0.00223904
553,0.00251638,0.00227695
554,0.00407397,0.00223187
555,0.00258092,0.00226766
556,0.00400082,0.00222442
557,0.0026441,0.00225841
558,0.00392743,0.00221702
559,0.00270671,0.0022489
560,0.00385415,0.00220963
561,0.00276809,0.00223929
562,0.00378066,0.0022023
563,0.00282819,0.00222982
564,0.00370656,0.00219496
565,0.0028871,0.00222061
566,0.00363257,0.00218742
567,0.00294444,0.00221133
568,0.0035585,0.0021802
569,0.00300059,0.00220202
570,0.00348376,0.00217284
571,0.00305581,0.00219287
572,0.00340906,0.00216535
573,0.00310936,0.00218437
574,0.00333437,0.00215799
575,0.00316124,0.00217542
576,0.00325976,0.00215087
577,0.00321211,0.0021664
578,0.00318515,0.00214431
579,0.00326159,0.0021576
580,0.00311011,0.00213752
581,0.00330994,0.00214913
582,0.00303467,0.00213032
583,0.00335723,0.00214066
584,0.00295897,0.00212311
585,0.00340322,0.00213191
586,0.00288308,0.00211567
587,0.0034478,0.00212304
588,0.00280797,0.0021092
589,0.00349137,0.00211406
590,0.00273248,0.00210271
591,0.00353375,0.00210622
592,0.00265662,0.00209583
593,0.00357505,0.00209835
594,0.0025809,0.00208931
595,0.00361509,0.00209037
596,0.00250528,0.00208299
597,0.00365452,0.00208222
598,0.00242932,0.00207648
599,0.00369357,0.00207431
600,0.00235298,0.00207026
601,0.00373158,0.00206654
602,0.00227659,0.0020646
603,0.00376868,0.0020594
604,0.00220009,0.00205894
605,0.00380449,0.00205222
606,0.00212332,0.0020531
607,0.00384009,0.00204519
608,0.00204638,0.00204717
609,0.00387444,0.00203851
610,0.00196935,0.00204123
611,0.00390765,0.0020317
612,0.00189238,0.00203545
613,0.00393979,0.00202463
614,0.00181514,0.00202947
615,0.00397111,0.0020177
616,0.00173781,0.00202345
617,0.00400148,0.00201088
618,0.00166043,0.00201742
619,0.00403109,0.0020039
620,0.00158266,0.00201111
621,0.0040597,0.00199705
622,0.001505,0.00200508
623,0.00408756,0.00199017
624,0.00142723,0.00199897
625,0.00411465,0.00198351
626,0.00134917,0.00199253
627,0.00414097,0.00197703
628,0.00127076,0.001986
629,0.004166,0.00197051
630,0.0011927,0.00197988
631,0.00418981,0.00196368
632,0.00111467,0.0019739
633,0.00421275,0.00195669
634,0.00103669,0.00196808
635,0.00423475,0.00194956
636,0.000958752,0.00196226
637,0.00425614,0.00194223
638,0.000880799,0.00195652
639,0.00427694,0.00193493
640,0.000802983,0.00195088
641,0.00429686,0.00192776
642,0.000724972,0.00194494
643,0.00431604,0.00192086
644,0.000646907,0.00193886
645,0.00433437,0.00191402
646,0.000568736,0.00193267
647,0.00435196,0.00190756
648,0.000490333,0.00192647
649,0.00436871,0.00190088
650,0.000411929,0.00192037
651,0.00438465,0.00189397
652,0.000333712,0.00191444
653,0.00439973,0.00188719
654,0.000255263,0.00190852
655,0.00441467,0.00188067
656,0.000176506,0.00190247
657,0.00442876,0.00187463
658,9.76464e-05,0.00189637
659,0.00444173,0.00186871
660,1.88157e-05,0.00189058
661,0.0044538,0.00186249
662,-5.985e-05,0.00188514
663,0.00446529,0.00185611
664,-0.000138406,0.0018796
665,0.00447609,0.00184999
666,-0.000216955,0.00187418
667,0.00448624,0.0018441
668,-0.000295697,0.00186894
669,0.0044954,0.00183828
670,-0.000374131,0.0018639
671,0.00450385,0.00183219
672,-0.000452619,0.00185884
673,0.00451177,0.00182609
674,-0.00053121,0.00185358
675,0.00451917,0.00181968
676,-0.000609822,0.00184828
677,0.00452585,0.00181339
678,-0.000688181,0.00184315
679,0.00453212,0.0018073
680,-0.00076634,0.00183788
681,0.00453775,0.0018013
682,-0.000844623,0.00183236
683,0.00454287,0.00179515
684,-0.000922931,0.00182685
685,0.00454721,0.00178904
686,-0.00100139,0.00182138
687,0.00455089,0.00178278
688,-0.00107993,0.00181614
689,0.00455386,0.00177655
690,-0.00115825,0.00181116
691,0.00455652,0.00177032
692,-0.0012365,0.00180609
693,0.00455885,0.00176441
694,-0.00131497,0.00180117
695,0.00456041,0.00175841
696,-0.00139332,0.00179607
697,0.00456124,0.00175232
698,-0.00147159,0.00179098
699,0.00456155,0.00174616
700,-0.00154963,0.00178601
701,0.00456125,0.00174006
702,-0.00162757,0.00178103
703,0.0045606,0.00173395
704,-0.00170567,0.00177594
705,0.00455944,0.00172761
706,-0.00178366,0.00177089
707,0.00455768,0.00172147
708,-0.00186174,0.00176669
709,0.00455529,0.00171541
710,-0.0019397,0.00176251
711,0.0045527,0.00170996
712,-0.0020174,0.00175864
713,0.00454963,0.00170448
714,-0.00209514,0.00175483
715,0.00454617,0.00169934
716,-0.00217267,0.00175072
717,0.00454253,0.00169445
718,-0.00225006,0.0017464
719,0.00453841,0.00168967
720,-0.00232762,0.00174202
721,0.00453371,0.00168496
722,-0.00240521,0.00173755
723,0.00452866,0.00168025
724,-0.0024827,0.00173303
725,0.00452305,0.00167549
726,-0.00256032,0.00172864
727,0.00451681,0.00167076
728,-0.00263806,0.00172434
729,0.00450997,0.00166586
730,-0.00271574,0.00171996
731,0.00450272,0.0016607
732,-0.00279335,0.00171586
733,0.00449506,0.00165554
734,-0.00287059,0.00171157
735,0.00448729,0.00165039
736,-0.00294776,0.00170698
737,0.00447895,0.00164565
738,-0.00302499,0.00170218
739,0.00447011,0.00164108
740,-0.00310236,0.00169747
741,0.00446071,0.00163636
742,-0.00317956,0.00169262
743,0.00445093,0.0016316
744,-0.00325682,0.00168775
745,0.00444057,0.00162692
746,-0.00328888,0.00168324
747,0.00442973,0.00162214
748,-0.00324798,0.00167904
749,0.00441854,0.00161734
750,-0.00319327,0.00167491
751,0.00440675,0.00161288
752,-0.00312243,0.0016707
753,0.00439459,0.00160856
754,-0.00305243,0.00166647
755,0.00438194,0.00160413
756,-0.00298305,0.00166234
757,0.00436892,0.00159971
758,-0.00290526,0.00165814
759,0.00435545,0.0015952
760,-0.00282814,0.00165393
761,0.00434189,0.00159049
762,-0.00275158,0.00164989
763,0.00432797,0.00158573
764,-0.00267533,0.00164581
765,0.00431395,0.00158098
766,-0.00260003,0.00164147
767,0.00429953,0.00157644
768,-0.00252582,0.00163727
769,0.00428448,0.00157204
770,-0.00244916,0.00163306
771,0.00426918,0.00156743
772,-0.00237224,0.00162885
773,0.00425359,0.00156284
774,-0.00229551,0.00162438
775,0.00423819,0.00155817
776,-0.00221973,0.00162003
777,0.00422235,0.00155374
778,-0.00214501,0.0016158
779,0.00420593,0.00154947
780,-0.00207133,0.00161169
781,0.00418947,0.001545
782,-0.00199847,0.00160746
783,0.00417279,0.00154064
784,-0.00192663,0.00160311
785,0.00415567,0.00153639
786,-0.00185558,0.0015987
787,0.00413815,0.00153223
788,-0.00178544,0.00159431
789,0.00412041,0.00152794
790,-0.00171618,0.00158998
791,0.00410237,0.00152371
792,-0.00164798,0.00158558
793,0.00408376,0.00151969
794,-0.00157988,0.00158144
795,0.00406476,0.0015155
796,-0.00151115,0.00157728
797,0.00404544,0.00151121
798,-0.00144311,0.00157298
799,0.00402584,0.001507
800,-0.00137555,0.00156866
801,0.004006,0.00150287
802,-0.00130881,0.00156426
803,0.0039859,0.00149891
804,-0.0012429,0.00155975
805,0.0039657,0.00149485
806,-0.00117795,0.0015552
807,0.00394512,0.00149069
808,-0.00111389,0.00155091
809,0.0039241,0.00148666
810,-0.00105032,0.00154655
811,0.00390303,0.00148254
812,-0.000987723,0.00154206
813,0.00388153,0.00147857
814,-0.000925934,0.00153755
815,0.00385965,0.00147443
816,-0.000864976,0.00153317
817,0.00383762,0.00147009
818,-0.000804546,0.00152872
819,0.0038154,0.00146615
820,-0.000744828,0.00152435
821,0.0037929,0.00146287
822,-0.000685947,0.00151994
823,0.00377025,0.00145998
824,-0.000627917,0.00151537
825,0.00374742,0.0014571
826,-0.000570783,0.00151083
827,0.00372421,0.00145434
828,-0.000514367,0.00150623
829,0.00370057,0.00145144
830,-0.000458512,0.00150162
831,0.00367659,0.00144836
832,-0.000403275,0.00149713
833,0.00365234,0.00144518
834,-0.000348701,0.00149273
835,0.00362789,0.0014419
836,-0.000294775,0.00148867
837,0.00360316,0.00143857
838,-0.000241613,0.00148465
839,0.00357829,0.00143515
840,-0.000189074,0.00148068
841,0.00355337,0.00143169
842,-0.000137059,0.00147652
843,0.00352832,0.00142847
844,-8.51591e-05,0.00147227
845,0.00350294,0.00142558
846,-3.40055e-05,0.00146813
847,0.00347722,0.00142272
848,1.65746e-05,0.00146416
849,0.00345132,0.00141973
850,6.6514e-05,0.00146035
851,0.00342522,0.00141668
852,0.000115997,0.00145653
853,0.00339892,0.0014137
854,0.000164908,0.00145253
855,0.00337254,0.00141078
856,0.000213214,0.00144842
857,0.00334583,0.00140784
858,0.000260846,0.00144428
859,0.00331881,0.00140487
860,0.00030787,0.00144025
861,0.00329158,0.00140195
862,0.000354253,0.00143631
863,0.00326411,0.001399
864,0.000400087,0.00143251
865,0.00323641,0.00139596
866,0.000445518,0.00142876
867,0.00320858,0.00139298
868,0.000490434,0.00142502
869,0.00318058,0.00139001
870,0.000535248,0.00142138
871,0.00315234,0.00138703
872,0.000579583,0.00141777
873,0.00312386,0.00138397
874,0.000623289,0.0014143
875,0.00309527,0.00138095
876,0.00066627,0.00141068
877,0.00306646,0.00137792
878,0.000708609,0.00140717
879,0.00303741,0.00137498
880,0.00075065,0.0014038
881,0.00300819,0.00137199
882,0.000792081,0.00140039
883,0.00297881,0.00136889
884,0.000832824,0.00139679
885,0.00294932,0.00136589
886,0.000872916,0.00139318
887,0.00291955,0.00136296
888,0.000912561,0.0013897
889,0.0028895,0.00135986
890,0.000951926,0.00138644
891,0.00285924,0.00135677
892,0.000990668,0.00138306
893,0.00282888,0.00135361
894,0.00102871,0.00137954
895,0.00279844,0.00135047
896,0.00106623,0.00137603
897,0.00276775,0.0013473
898,0.00110319,0.00137249
899,0.00273674,0.00134404
900,0.00113963,0.0013689
901,0.00270556,0.00134064
902,0.00117573,0.00136545
903,0.0026744,0.00133737
904,0.00121135,0.00136211
905,0.00264301,0.00133419
906,0.00124653,0.00135882
907,0.0026115,0.00133095
908,0.00128111,0.00135546
909,0.00257999,0.00132763
910,0.00131513,0.00135205
911,0.00254846,0.00132437
912,0.00134877,0.00134862
913,0.00251669,0.00132118
914,0.00138193,0.00134515
915,0.00248483,0.00131802
916,0.00141454,0.00134164
917,0.00245287,0.00131515
918,0.00144659,0.00133803
919,0.0024209,0.00131228
920,0.00147813,0.00133438
921,0.00238877,0.00130947
922,0.0015091,0.00133082
923,0.00235648,0.00130662
924,0.00153959,0.00132723
925,0.002324,0.0013037
926,0.00156967,0.0013237
927,0.00229128,0.00130083
928,0.00159923,0.00132013
929,0.00225843,0.00129788
930,0.0016283,0.0013165
931,0.00222551,0.001295
932,0.00165694,0.00131294
933,0.00219233,0.00129201
934,0.00168518,0.00130928
935,0.0021591,0.00128899
936,0.00171313,0.00130602
937,0.00212575,0.00128609
938,0.00174085,0.00130284
939,0.00209233,0.00128366
940,0.001768,0.0012996
941,0.00205885,0.00128127
942,0.00179461,0.00129625
943,0.00202524,0.00127891
944,0.00182088,0.00129291
945,0.00199146,0.00127645
946,0.00184677,0.00128956
947,0.00195744,0.00127397
948,0.00187242,0.00128619
949,0.00192323,0.00127139
950,0.00189776,0.00128309
951,0.00188887,0.00126874
952,0.00192277,0.00127994
953,0.00185432,0.00126605
954,0.00194732,0.00127681
955,0.00181981,0.00126345
956,0.0019715,0.00127368
957,0.00178522,0.00126108
958,0.00199519,0.00127052
959,0.00175046,0.00125862
960,0.00201855,0.00126736
961,0.00171574,0.00125614
962,0.00204144,0.00126416
963,0.00168094,0.00125382
964,0.00206386,0.001261
965,0.00164598,0.00125154
966,0.00208591,0.00125794
967,0.00161094,0.0012492
968,0.00210756,0.00125498
969,0.00157588,0.00124685
970,0.00212865,0.00125191
971,0.00154081,0.00124462
972,0.00214936,0.00124871
973,0.00150577,0.00124251
974,0.00216979,0.00124548
975,0.00147051,0.00124031
976,0.00218982,0.00124232
977,0.00143503,0.00123796
978,0.00220966,0.00123929
979,0.00139943,0.00123558
980,0.00222911,0.00123632
981,0.0013637,0.00123315
982,0.00224819,0.00123324
983,0.0013279,0.00123074
984,0.00226692,0.00123004
985,0.00129198,0.00122829
986,0.00228536,0.00122685
987,0.00125586,0.0012258
988,0.00230342,0.00122372
989,0.00121976,0.00122336
990,0.00232116,0.00122071
991,0.00118361,0.00122094
992,0.00233855,0.00121789
993,0.00114725,0.00121838
994,0.00235551,0.00121501
995,0.00111076,0.00121582
996,0.00237209,0.00121213
997,0.00107424,0.00121327
998,0.00238831,0.00120935
999,0.00103768,0.001211
1000,0.0024042,0.00120664
